1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,130
2,30
1,90
2,-10
1,130
2,30
1,90
2,-10
1,130
2,30
1,90
2,-10
1,130
2,30
1,90
2,-10
1,130
2,30
1,90
2,-10
1,130
2,30
1,90
2,-10
2,30
2,-10
2,30
2,-10
2,30
